2024-08-02 21:18:10,811 INFO    MainThread:34839 [wandb_setup.py:_flush():76] Current SDK version is 0.17.5
2024-08-02 21:18:10,812 INFO    MainThread:34839 [wandb_setup.py:_flush():76] Configure stats pid to 34839
2024-08-02 21:18:10,812 INFO    MainThread:34839 [wandb_setup.py:_flush():76] Loading settings from /Users/liuyifeng/.config/wandb/settings
2024-08-02 21:18:10,812 INFO    MainThread:34839 [wandb_setup.py:_flush():76] Loading settings from /Users/liuyifeng/Desktop/gpt2/wandb/settings
2024-08-02 21:18:10,812 INFO    MainThread:34839 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-08-02 21:18:10,812 INFO    MainThread:34839 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-08-02 21:18:10,812 INFO    MainThread:34839 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-08-02 21:18:10,812 INFO    MainThread:34839 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-08-02 21:18:10,812 INFO    MainThread:34839 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2024-08-02 21:18:10,812 INFO    MainThread:34839 [wandb_init.py:_log_setup():529] Logging user logs to /Users/liuyifeng/Desktop/gpt2/wandb/run-20240802_211810-e0vx0w76/logs/debug.log
2024-08-02 21:18:10,812 INFO    MainThread:34839 [wandb_init.py:_log_setup():530] Logging internal logs to /Users/liuyifeng/Desktop/gpt2/wandb/run-20240802_211810-e0vx0w76/logs/debug-internal.log
2024-08-02 21:18:10,812 INFO    MainThread:34839 [wandb_init.py:init():569] calling init triggers
2024-08-02 21:18:10,812 INFO    MainThread:34839 [wandb_init.py:init():576] wandb.init called with sweep_config: {}
config: {}
2024-08-02 21:18:10,812 INFO    MainThread:34839 [wandb_init.py:init():619] starting backend
2024-08-02 21:18:10,812 INFO    MainThread:34839 [wandb_init.py:init():623] setting up manager
2024-08-02 21:18:10,816 INFO    MainThread:34839 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2024-08-02 21:18:10,819 INFO    MainThread:34839 [wandb_init.py:init():631] backend started and connected
2024-08-02 21:18:10,824 INFO    MainThread:34839 [wandb_init.py:init():720] updated telemetry
2024-08-02 21:18:10,842 INFO    MainThread:34839 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2024-08-02 21:18:12,502 INFO    MainThread:34839 [wandb_run.py:_on_init():2435] communicating current version
2024-08-02 21:18:13,772 INFO    MainThread:34839 [wandb_run.py:_on_init():2444] got version response 
2024-08-02 21:18:13,772 INFO    MainThread:34839 [wandb_init.py:init():804] starting run threads in backend
2024-08-02 21:18:17,935 INFO    MainThread:34839 [wandb_run.py:_console_start():2413] atexit reg
2024-08-02 21:18:17,935 INFO    MainThread:34839 [wandb_run.py:_redirect():2255] redirect: wrap_raw
2024-08-02 21:18:17,935 INFO    MainThread:34839 [wandb_run.py:_redirect():2320] Wrapping output streams.
2024-08-02 21:18:17,935 INFO    MainThread:34839 [wandb_run.py:_redirect():2345] Redirects installed.
2024-08-02 21:18:17,937 INFO    MainThread:34839 [wandb_init.py:init():847] run started, returning control to user process
2024-08-02 21:26:05,973 WARNING MsgRouterThr:34839 [router.py:message_loop():77] message_loop has been closed
